collection_name,dataset_title,total_cell_count,author_cell_type,embedding,first_author,journal,year,doi,collection_url,explorer_url,tissue,disease,collection_id,collection_version_id,dataset_id,dataset_version_id,is_preprint,revised_at,visibility,organism,filter_normal,metric,save_scores,save_cluster_summary,save_annotation,h5ad_url
A molecular cell atlas of COVID-19 initiation in human lung,All annotated cells from infection 4,76298,,,Wu,Journal of Experimental Medicine,2024.0,,https://cellxgene.cziscience.com/collections/2a9a17c9-1f61-4877-b384-b8cd5ffa4085,https://cellxgene.cziscience.com/e/7c497c66-c2e2-4291-8b96-339e5e65f314.cxg/,upper lobe of left lung,COVID-19,2a9a17c9-1f61-4877-b384-b8cd5ffa4085,234c1d42-1716-4a23-8889-3e511a41a606,7c497c66-c2e2-4291-8b96-339e5e65f314,19f97913-618e-497a-bc95-2ea5a7ef1968,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/19f97913-618e-497a-bc95-2ea5a7ef1968.h5ad
A molecular cell atlas of COVID-19 initiation in human lung,All annotated cells from infection 3,125530,,,Wu,Journal of Experimental Medicine,2024.0,,https://cellxgene.cziscience.com/collections/2a9a17c9-1f61-4877-b384-b8cd5ffa4085,https://cellxgene.cziscience.com/e/7b55fe5c-d5c8-48e0-a1a3-54c5b9074f3f.cxg/,lower lobe of left lung,COVID-19,2a9a17c9-1f61-4877-b384-b8cd5ffa4085,234c1d42-1716-4a23-8889-3e511a41a606,7b55fe5c-d5c8-48e0-a1a3-54c5b9074f3f,94099eda-27eb-4aee-b32b-41d5d92f59ef,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/94099eda-27eb-4aee-b32b-41d5d92f59ef.h5ad
A molecular cell atlas of COVID-19 initiation in human lung,All annotated cells from infection 1,48226,,,Wu,Journal of Experimental Medicine,2024.0,,https://cellxgene.cziscience.com/collections/2a9a17c9-1f61-4877-b384-b8cd5ffa4085,https://cellxgene.cziscience.com/e/2ac76f1b-43ef-4271-8686-2f165570989f.cxg/,upper lobe of left lung,COVID-19,2a9a17c9-1f61-4877-b384-b8cd5ffa4085,234c1d42-1716-4a23-8889-3e511a41a606,2ac76f1b-43ef-4271-8686-2f165570989f,d88c576a-1927-40ff-9225-e95c63fdb39f,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/d88c576a-1927-40ff-9225-e95c63fdb39f.h5ad
Ischemia Reperfusion Responses in Human Lung Transplants at the Single Cell Resolution,scRNA-seq of lung biopsies from six human lung transplant cases,108613,,,Wong,American Journal of Transplantation,2024.0,,https://cellxgene.cziscience.com/collections/9f29fcd0-7075-4420-bd61-e2ec1aebad89,https://cellxgene.cziscience.com/e/429d21fd-bb9a-4abf-922b-c15138524bdd.cxg/,lingula of left lung | lower lobe of right lung | middle lobe of right lung | upper lobe of left lung | upper lobe of right lung,normal,9f29fcd0-7075-4420-bd61-e2ec1aebad89,cb16be22-0333-4509-a402-bda3ce743f43,429d21fd-bb9a-4abf-922b-c15138524bdd,25913359-253f-40f2-b808-b324bf3db111,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/25913359-253f-40f2-b808-b324bf3db111.h5ad
Single-cell transcriptomics of human T cells reveals tissue and activation signatures in health and disease,Single-cell transcriptomics of human T cells reveals tissue and activation signatures in health and disease,51876,,,Szabo,Nat Commun,2019.0,,https://cellxgene.cziscience.com/collections/24d42e5e-ce6d-45ff-a66b-a3b3b715deaf,https://cellxgene.cziscience.com/e/01209dce-3575-4bed-b1df-129f57fbc031.cxg/,bone marrow | bronchopulmonary lymph node | lower lobe of left lung | venous blood,normal,24d42e5e-ce6d-45ff-a66b-a3b3b715deaf,90dd4971-3bd5-48c1-be1d-886649df8c50,01209dce-3575-4bed-b1df-129f57fbc031,b4f8de4e-caf6-403c-a261-4e5298bb4707,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/b4f8de4e-caf6-403c-a261-4e5298bb4707.h5ad
Integrated human endoderm-derived organoids cell atlas (HEOCA),human endoderm organoid cell atlas,806646,,,Xu,Nat Genet,2025.0,,https://cellxgene.cziscience.com/collections/6282a908-f162-44a2-99a3-8a942e4271b2,https://cellxgene.cziscience.com/e/6725ee8e-ef5b-4e68-8901-61bd14a1fe73.cxg/,alveolar sac | biliary system | bronchus | colon | common bile duct | corpus | duodenum | gallbladder | ileum | intestine | intrahepatic bile duct | liver | lung | lung epithelium | nasopharynx | pancreas | prostate gland | pyloric antrum | salivary gland epithelium | stomach | thyroid gland,normal,6282a908-f162-44a2-99a3-8a942e4271b2,461d76a2-4383-4a79-8dbd-893d75271dc8,6725ee8e-ef5b-4e68-8901-61bd14a1fe73,c49c8589-0221-4955-b547-270f8d67d13f,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/c49c8589-0221-4955-b547-270f8d67d13f.h5ad
Integrated human endoderm-derived organoids cell atlas (HEOCA),human lung organoid cell atlas,221425,,,Xu,Nat Genet,2025.0,,https://cellxgene.cziscience.com/collections/6282a908-f162-44a2-99a3-8a942e4271b2,https://cellxgene.cziscience.com/e/569bce19-14c3-436f-bebf-543e5ea025dc.cxg/,alveolar sac | bronchus | lung | lung epithelium | nasopharynx,normal,6282a908-f162-44a2-99a3-8a942e4271b2,461d76a2-4383-4a79-8dbd-893d75271dc8,569bce19-14c3-436f-bebf-543e5ea025dc,9265a814-c798-45ab-a5f1-c574f46a2137,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/9265a814-c798-45ab-a5f1-c574f46a2137.h5ad
COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,1462702,,,Ren,Cell,2021.0,,https://cellxgene.cziscience.com/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba,https://cellxgene.cziscience.com/e/9dbab10c-118d-496b-966a-67f1763a6b7d.cxg/,blood | lung | saliva,COVID-19 | normal,0a839c4b-10d0-4d64-9272-684c49a2c8ba,e561387f-a088-4d49-8890-95e43e247a8c,9dbab10c-118d-496b-966a-67f1763a6b7d,891c6eef-a243-41a7-8b47-c8c1a224a193,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/891c6eef-a243-41a7-8b47-c8c1a224a193.h5ad
Anomalous Epithelial Variations and Ectopic Inflammatory Response in Chronic Obstructive Pulmonary Disease,Anomalous Epithelial Variations and Ectopic Inflammatory Response in Chronic Obstructive Pulmonary Disease,57918,,,Watanabe,Am J Respir Cell Mol Biol,2022.0,,https://cellxgene.cziscience.com/collections/dc4cd1f7-667a-4c29-ae77-9401b9700d7f,https://cellxgene.cziscience.com/e/8fbed309-d3d4-441b-b3ff-e2dcbcec2d35.cxg/,lung parenchyma,chronic obstructive pulmonary disease | normal,dc4cd1f7-667a-4c29-ae77-9401b9700d7f,00eeff4e-6b0a-421b-93af-88b76fb5e85a,8fbed309-d3d4-441b-b3ff-e2dcbcec2d35,8304cd86-be18-4162-9195-eec356c7b336,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/8304cd86-be18-4162-9195-eec356c7b336.h5ad
Spatially mapping T cell receptors and transcriptomes,Normal Tonsil Puck_210119_22,26917,,,Liu,Immunity,2022.0,,https://cellxgene.cziscience.com/collections/02b01703-bf1b-48de-b99a-23bef8cccc81,https://cellxgene.cziscience.com/e/16101789-b95d-4b05-bd76-75ae837a557b.cxg/,tonsil,normal,02b01703-bf1b-48de-b99a-23bef8cccc81,cab475dc-b8bc-48a7-9286-02d55452032b,16101789-b95d-4b05-bd76-75ae837a557b,b35a21f1-aa7c-4ff9-9ad4-28644c18c2c6,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/b35a21f1-aa7c-4ff9-9ad4-28644c18c2c6.h5ad
Single-nucleus cross-tissue molecular reference maps to decipher disease gene function,Single-nucleus cross-tissue molecular reference maps to decipher disease gene function,209126,,,Eraslan,Science,2022.0,,https://cellxgene.cziscience.com/collections/a3ffde6c-7ad2-498a-903c-d58e732f7470,https://cellxgene.cziscience.com/e/4ed927e9-c099-49af-b8ce-a2652d069333.cxg/,anterior wall of left ventricle | breast | esophagus muscularis mucosa | gastrocnemius | lingula of left lung | mucosa | prostate gland | skin of leg,normal,a3ffde6c-7ad2-498a-903c-d58e732f7470,45345946-51aa-4222-a8c9-655e23814a13,4ed927e9-c099-49af-b8ce-a2652d069333,002308e1-0121-4aa1-b8f2-9d034cf44b0f,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/002308e1-0121-4aa1-b8f2-9d034cf44b0f.h5ad
"scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation",Lung Parenchyma,57019,,,Madissoon,Genome Biol,2020.0,,https://cellxgene.cziscience.com/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91,https://cellxgene.cziscience.com/e/2672b679-8048-4f5e-9786-f1b196ccfd08.cxg/,lung parenchyma,normal,4d74781b-8186-4c9a-b659-ff4dc4601d91,b29f4f8d-6564-453d-bd9c-43633b400eb1,2672b679-8048-4f5e-9786-f1b196ccfd08,5f462e5e-0e6e-45ff-84e5-d18fea2ee7d6,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/5f462e5e-0e6e-45ff-84e5-d18fea2ee7d6.h5ad
Single cell transcriptomic profiling identifies molecular phenotypes of newborn human lung cells,Single cell transcriptomic profiling identifies molecular phenotypes of newborn human lung cells,5499,,,Bhattacharya,Genes,2024.0,,https://cellxgene.cziscience.com/collections/28e9d721-6816-48a2-8d0b-43bf0b0c0ebc,https://cellxgene.cziscience.com/e/6e00ccf7-0749-46ef-a999-dba785630d52.cxg/,lung,anencephaly,28e9d721-6816-48a2-8d0b-43bf0b0c0ebc,05cb804a-29c0-462e-91bd-b39047e90a96,6e00ccf7-0749-46ef-a999-dba785630d52,5c27e357-4786-46d4-9635-cb7b37cce452,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/5c27e357-4786-46d4-9635-cb7b37cce452.h5ad
Construction of a human cell landscape at single-cell level,Construction of a human cell landscape at single-cell level,599926,,,Han,Nature,2020.0,,https://cellxgene.cziscience.com/collections/38833785-fac5-48fd-944a-0f62a4c23ed1,https://cellxgene.cziscience.com/e/2adb1f8a-a6b1-4909-8ee8-484814e2d4bf.cxg/,adipose tissue | adrenal gland | artery | ascending colon | bladder organ | blood | bone marrow | brain | cerebellum | chorionic villus | duodenum | embryonic stem cell | esophagus | eye | fallopian tube | gallbladder | heart | ileum | intestine | jejunum | kidney | liver | lung | muscle organ | omentum | ovary | pancreas | placenta | pleura | prostate gland | rectum | rib | sigmoid colon | skin of body | spinal cord | spleen | stomach | temporal lobe | testis | thymus | thyroid gland | trachea | transverse colon | umbilical cord blood | ureter | uterine cervix | uterus | vault of skull | vermiform appendix,normal,38833785-fac5-48fd-944a-0f62a4c23ed1,3386feb4-0595-4223-948d-44a57a78c7d4,2adb1f8a-a6b1-4909-8ee8-484814e2d4bf,74c3403a-451c-4a62-84e0-d8a8e45c7ea7,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/74c3403a-451c-4a62-84e0-d8a8e45c7ea7.h5ad
A novel human fetal lung-derived alveolar organoid model reveals mechanisms of surfactant protein C maturation relevant to interstitial lung disease,organoid,9619,,,Lim,EMBO J,2025.0,,https://cellxgene.cziscience.com/collections/92db8a7e-8761-4317-873f-15606c016ce5,https://cellxgene.cziscience.com/e/781cc817-3fd0-487c-a55a-b47b2786a05d.cxg/,lung,normal,92db8a7e-8761-4317-873f-15606c016ce5,f8c59305-e504-4b31-ab50-f3788e3c89c1,781cc817-3fd0-487c-a55a-b47b2786a05d,26b855fd-b7a1-4f99-8767-4761f9c4b60e,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/26b855fd-b7a1-4f99-8767-4761f9c4b60e.h5ad
Early human lung immune cell development and its role in epithelial cell fate,Leukocytes of the fetal lung,77559,,,Barnes,Sci. Immunol.,2023.0,,https://cellxgene.cziscience.com/collections/ec329aed-22bc-4d6e-8935-8282dcb1acac,https://cellxgene.cziscience.com/e/fcadb222-82e2-43eb-a3ab-6af0a22051fe.cxg/,lung,normal,ec329aed-22bc-4d6e-8935-8282dcb1acac,983f9916-a318-45ff-95df-8575dd3202e9,fcadb222-82e2-43eb-a3ab-6af0a22051fe,514c522f-812b-4fbf-a9ba-275df817b52f,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/514c522f-812b-4fbf-a9ba-275df817b52f.h5ad
Early human lung immune cell development and its role in epithelial cell fate,organoid,8556,,,Barnes,Sci. Immunol.,2023.0,,https://cellxgene.cziscience.com/collections/ec329aed-22bc-4d6e-8935-8282dcb1acac,https://cellxgene.cziscience.com/e/8dc858b0-b076-4326-94bb-7c2d1cd721a3.cxg/,lung,normal,ec329aed-22bc-4d6e-8935-8282dcb1acac,983f9916-a318-45ff-95df-8575dd3202e9,8dc858b0-b076-4326-94bb-7c2d1cd721a3,3a09b479-2bf8-4bfc-a60f-feedaa36b2e9,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/3a09b479-2bf8-4bfc-a60f-feedaa36b2e9.h5ad
Early human lung immune cell development and its role in epithelial cell fate,Fetal lung + Pan-fetal immune,670749,,,Barnes,Sci. Immunol.,2023.0,,https://cellxgene.cziscience.com/collections/ec329aed-22bc-4d6e-8935-8282dcb1acac,https://cellxgene.cziscience.com/e/350237e0-9f48-4cbd-9140-3b44495549f3.cxg/,lung,normal,ec329aed-22bc-4d6e-8935-8282dcb1acac,983f9916-a318-45ff-95df-8575dd3202e9,350237e0-9f48-4cbd-9140-3b44495549f3,af1ab408-209e-49bb-917e-6717320f81ae,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/af1ab408-209e-49bb-917e-6717320f81ae.h5ad
A molecular cell atlas of the human lung from single cell RNA sequencing,"Krasnow Lab Human Lung Cell Atlas, Smart-seq2",9409,,,Travaglini,Nature,2020.0,,https://cellxgene.cziscience.com/collections/5d445965-6f1a-4b68-ba3a-b8f765155d3a,https://cellxgene.cziscience.com/e/e04daea4-4412-45b5-989e-76a9be070a89.cxg/,blood | lung,normal,5d445965-6f1a-4b68-ba3a-b8f765155d3a,6a59a0fb-4d8a-4fb1-a60d-d14a98b04cf7,e04daea4-4412-45b5-989e-76a9be070a89,c88e0403-da93-40f4-99b5-f5fdeb81a82c,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/c88e0403-da93-40f4-99b5-f5fdeb81a82c.h5ad
A molecular cell atlas of the human lung from single cell RNA sequencing,"Krasnow Lab Human Lung Cell Atlas, 10X",65662,,,Travaglini,Nature,2020.0,,https://cellxgene.cziscience.com/collections/5d445965-6f1a-4b68-ba3a-b8f765155d3a,https://cellxgene.cziscience.com/e/8c42cfd0-0b0a-46d5-910c-fc833d83c45e.cxg/,blood | lung,normal,5d445965-6f1a-4b68-ba3a-b8f765155d3a,6a59a0fb-4d8a-4fb1-a60d-d14a98b04cf7,8c42cfd0-0b0a-46d5-910c-fc833d83c45e,fb57b6c0-a71f-4d57-bd15-d5a6fe04a4fd,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/fb57b6c0-a71f-4d57-bd15-d5a6fe04a4fd.h5ad
Organoid modeling of human fetal lung alveolar development reveals mechanisms of cell fate patterning and neonatal respiratory disease,Late tip organoid,20475,,,Lim,Cell Stem Cell,2023.0,,https://cellxgene.cziscience.com/collections/2d42fb2f-e635-466e-a2f4-9ea34f2e0feb,https://cellxgene.cziscience.com/e/43a1506b-aa9e-46a3-b288-d210f4595ddf.cxg/,lung epithelium,normal,2d42fb2f-e635-466e-a2f4-9ea34f2e0feb,e86b0325-b8b7-4a65-8b3e-90f540a8307c,43a1506b-aa9e-46a3-b288-d210f4595ddf,6e752091-e998-43bc-a9c0-729d79698cb6,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/6e752091-e998-43bc-a9c0-729d79698cb6.h5ad
A molecular single-cell lung atlas of lethal COVID-19,A molecular single-cell lung atlas of lethal COVID-19,116313,,,Melms,Nature,2021.0,,https://cellxgene.cziscience.com/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10,https://cellxgene.cziscience.com/e/d8da613f-e681-4c69-b463-e94f5e66847f.cxg/,lung,COVID-19 | normal,e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10,ee31ed7f-f28c-435d-b51e-9ca4482d61c8,d8da613f-e681-4c69-b463-e94f5e66847f,75c059c8-8fb7-4e6e-a618-a3e01ac42060,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/75c059c8-8fb7-4e6e-a618-a3e01ac42060.h5ad
A human cell atlas of fetal gene expression,Survey of human embryonic development (1 million cells subset),1001288,,,Cao,Science,2020.0,,https://cellxgene.cziscience.com/collections/c114c20f-1ef4-49a5-9c2e-d965787fb90c,https://cellxgene.cziscience.com/e/fa27492b-82ff-4ab7-ac61-0e2b184eee67.cxg/,adrenal gland | cerebellum | eye | heart | intestine | kidney | liver | lung | muscle organ | pancreas | placenta | spleen | stomach | telencephalon | thymus,normal | trisomy 18,c114c20f-1ef4-49a5-9c2e-d965787fb90c,298a3dbb-995e-440c-b66f-5cb8dbd6c034,fa27492b-82ff-4ab7-ac61-0e2b184eee67,c3bf819d-423d-435f-b8d0-e36ad6088138,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/c3bf819d-423d-435f-b8d0-e36ad6088138.h5ad
A human cell atlas of fetal gene expression,Survey of human embryonic development,4062980,,,Cao,Science,2020.0,,https://cellxgene.cziscience.com/collections/c114c20f-1ef4-49a5-9c2e-d965787fb90c,https://cellxgene.cziscience.com/e/f7c1c579-2dc0-47e2-ba19-8165c5a0e353.cxg/,adrenal gland | cerebellum | eye | heart | intestine | kidney | liver | lung | muscle organ | pancreas | placenta | spleen | stomach | telencephalon | thymus,normal | trisomy 18,c114c20f-1ef4-49a5-9c2e-d965787fb90c,298a3dbb-995e-440c-b66f-5cb8dbd6c034,f7c1c579-2dc0-47e2-ba19-8165c5a0e353,dd2564a6-27a0-433a-893c-72475e4a39fe,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/dd2564a6-27a0-433a-893c-72475e4a39fe.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,B cells,3699,,,Madissoon,Nat Genet,2023.0,,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,https://cellxgene.cziscience.com/e/f6dafdd1-d746-407e-8019-4470e02d4cbd.cxg/,bronchus | lower lobe of left lung | lung | trachea | upper lobe of left lung,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,f6dafdd1-d746-407e-8019-4470e02d4cbd,cf935445-3940-4ef2-96ca-bf32e35fc318,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/cf935445-3940-4ef2-96ca-bf32e35fc318.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,Fibroblasts,20515,,,Madissoon,Nat Genet,2023.0,,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,https://cellxgene.cziscience.com/e/e871881f-b42d-4500-906d-0972a14ba47d.cxg/,bronchus | lower lobe of left lung | lung | trachea | upper lobe of left lung,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,e871881f-b42d-4500-906d-0972a14ba47d,e7a52d2f-2726-463f-a298-76e661e80b24,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/e7a52d2f-2726-463f-a298-76e661e80b24.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,Smooth muscle cells,5156,,,Madissoon,Nat Genet,2023.0,,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,https://cellxgene.cziscience.com/e/e22c2ab4-c025-4804-b7a3-0b0ebd48c87a.cxg/,bronchus | lower lobe of left lung | lung | trachea | upper lobe of left lung,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,e22c2ab4-c025-4804-b7a3-0b0ebd48c87a,d728742c-7392-4a97-a42f-eeeb9f3917f7,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/d728742c-7392-4a97-a42f-eeeb9f3917f7.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,Lymphoid cells,37502,,,Madissoon,Nat Genet,2023.0,,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,https://cellxgene.cziscience.com/e/b3d060c6-bbd7-4db0-9ef7-9df42475875a.cxg/,bronchus | lower lobe of left lung | lung | trachea | upper lobe of left lung,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,b3d060c6-bbd7-4db0-9ef7-9df42475875a,d181dce8-5a58-42f5-9de3-8eb3c726b44a,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/d181dce8-5a58-42f5-9de3-8eb3c726b44a.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,WSA_LngSP10193345,4992,,,Madissoon,Nat Genet,2023.0,,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,https://cellxgene.cziscience.com/e/b2c9f2c0-3c3c-4f2c-816d-3e5a10f573bd.cxg/,lung parenchyma,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,b2c9f2c0-3c3c-4f2c-816d-3e5a10f573bd,a13eb499-f3ae-4c9b-b9ce-89fbddd17d53,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/a13eb499-f3ae-4c9b-b9ce-89fbddd17d53.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,WSA_LngSP10972072,4992,,,Madissoon,Nat Genet,2023.0,,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,https://cellxgene.cziscience.com/e/a83dd1a9-d689-486b-aa8a-5036bf9d5816.cxg/,bronchus,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,a83dd1a9-d689-486b-aa8a-5036bf9d5816,9ed3a513-805b-405e-ab01-91e24a853a60,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/9ed3a513-805b-405e-ab01-91e24a853a60.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,WSA_LngSP9258467,4992,,,Madissoon,Nat Genet,2023.0,,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,https://cellxgene.cziscience.com/e/987185c0-e092-49fb-935a-cc3fa0d084ca.cxg/,bronchus,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,987185c0-e092-49fb-935a-cc3fa0d084ca,8aea0f49-8347-4b67-a013-8181a60f60e7,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/8aea0f49-8347-4b67-a013-8181a60f60e7.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,WSA_LngSP10972073,4992,,,Madissoon,Nat Genet,2023.0,,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,https://cellxgene.cziscience.com/e/8cd27ec2-250d-482d-8cab-8dc17e017e09.cxg/,bronchus,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,8cd27ec2-250d-482d-8cab-8dc17e017e09,d20dc819-8352-4f16-a6f1-721f9289fbff,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/d20dc819-8352-4f16-a6f1-721f9289fbff.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,WSA_LngSP10972075,4992,,,Madissoon,Nat Genet,2023.0,,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,https://cellxgene.cziscience.com/e/853c4415-9820-4377-ae29-cfe61d72fbd1.cxg/,trachea,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,853c4415-9820-4377-ae29-cfe61d72fbd1,9522954c-6f68-422f-898b-d8919c40387c,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/9522954c-6f68-422f-898b-d8919c40387c.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,WSA_LngSP10193348,4992,,,Madissoon,Nat Genet,2023.0,,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,https://cellxgene.cziscience.com/e/73de42b2-4871-4dbc-bde4-a9faa089b607.cxg/,bronchus,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,73de42b2-4871-4dbc-bde4-a9faa089b607,6c241a66-d15d-4357-bdbe-7274fdbe20c9,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/6c241a66-d15d-4357-bdbe-7274fdbe20c9.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,WSA_LngSP9258464,4992,,,Madissoon,Nat Genet,2023.0,,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,https://cellxgene.cziscience.com/e/72ddcd39-bd9b-4f6a-9251-bf2a6763b16f.cxg/,bronchus,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,72ddcd39-bd9b-4f6a-9251-bf2a6763b16f,dae2ba57-5528-4cdc-910e-6928d0d97b29,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/dae2ba57-5528-4cdc-910e-6928d0d97b29.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,WSA_LngSP8759313,4992,,,Madissoon,Nat Genet,2023.0,,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,https://cellxgene.cziscience.com/e/728a6902-8916-47a1-b85a-ba1c922d56b7.cxg/,bronchus,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,728a6902-8916-47a1-b85a-ba1c922d56b7,216e6f69-b46a-475f-a25c-40d091c317cd,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/216e6f69-b46a-475f-a25c-40d091c317cd.h5ad
